City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
kudahuvadhoo,2.6708,72.8944,83.08,73,22,13.02,MV,1633565610.0
sao jose da coroa grande,-8.8978,-35.1478,75.74,84,28,9.48,BR,1633565610.0
seddon,-37.8068,144.8916,59.65,58,40,5.99,AU,1633565611.0
fairbanks,64.8378,-147.7164,43.21,69,75,3.44,US,1633565544.0
bubaque,11.2833,-15.8333,83.44,74,23,6.4,GW,1633565612.0
avera,33.194,-82.5271,73.27,91,100,6.82,US,1633565612.0
teluk nibung,3.001,99.8164,76.53,90,100,6.4,ID,1633565612.0
soyo,-6.1349,12.3689,76.01,82,95,5.88,AO,1633565613.0
saint-georges,12.0564,-61.7485,82.08,83,20,10.36,GD,1633565613.0
korla,41.7597,86.1469,55.56,35,90,6.44,CN,1633565613.0
beringovskiy,63.05,179.3167,34.2,76,98,8.93,RU,1633565537.0
margate,51.3813,1.3862,53.96,82,27,7.25,GB,1633565614.0
tiarei,-17.5333,-149.3333,84.22,77,66,10.36,PF,1633565614.0
dothan,31.2232,-85.3905,75.96,90,40,6.91,US,1633565421.0
aswan,24.0934,32.907,74.8,32,0,9.37,EG,1633565615.0
balsta,59.5671,17.5278,54.43,87,99,9.62,SE,1633565615.0
bugene,-1.5911,31.1403,60.3,81,40,2.42,TZ,1633565616.0
pimentel,-6.8367,-79.9342,64.08,87,27,14.74,PE,1633565616.0
fortuna,40.5982,-124.1573,64.18,65,20,5.01,US,1633565617.0
yangjiang,21.85,111.9667,80.73,77,33,9.93,CN,1633565617.0
port hardy,50.6996,-127.4199,50.31,79,50,9.31,CA,1633565618.0
disna,55.568,28.1971,41.86,80,8,10.18,BY,1633565618.0
marsa matruh,31.3525,27.2453,70.56,66,0,14.58,EG,1633565618.0
nizhniy kuranakh,58.8353,125.4869,31.05,87,99,4.43,RU,1633565533.0
arkhara,49.4212,130.0842,41.7,65,94,6.96,RU,1633565619.0
ciudad del maiz,22.4,-99.6,70.74,62,5,6.13,MX,1633565619.0
berdigestyakh,62.0989,126.6992,29.17,77,35,7.9,RU,1633565620.0
panique,12.4797,122.0153,82.0,76,92,3.51,PH,1633565620.0
beidao,34.5686,105.8933,51.64,88,99,2.28,CN,1633565620.0
mackenzie,55.2999,-123.1698,37.62,87,90,2.3,CA,1633565621.0
botevgrad,42.9,23.7833,54.88,86,40,4.5,BG,1633565621.0
kungurtug,50.5994,97.5228,35.38,90,100,1.43,RU,1633565622.0
tura,25.5198,90.2201,72.28,88,13,2.21,IN,1633565622.0
trairi,-3.2778,-39.2689,79.47,81,98,12.24,BR,1633565571.0
brigantine,39.4101,-74.3646,67.01,89,90,0.0,US,1633565622.0
alto araguaia,-17.3147,-53.2153,82.18,47,75,6.78,BR,1633565623.0
requena,39.4883,-1.1004,60.49,87,52,1.9,ES,1633565623.0
vao,-22.6667,167.4833,69.93,63,0,16.33,NC,1633565624.0
charters towers,-20.1,146.2667,83.91,43,26,13.33,AU,1633565624.0
kahului,20.8947,-156.47,86.02,63,40,19.57,US,1633565492.0
awash,8.9833,40.1667,74.21,71,84,7.56,ET,1633565625.0
bara,10.3744,10.7288,79.66,68,91,4.27,NG,1633565625.0
birin,26.8865,88.0718,60.12,93,29,2.89,NP,1633565625.0
shimoda,34.6667,138.95,66.11,82,96,7.27,JP,1633565626.0
antofagasta,-23.65,-70.4,58.28,78,87,3.44,CL,1633565522.0
bastia,42.6667,9.3333,66.0,56,75,13.8,FR,1633565626.0
port shepstone,-30.7414,30.455,65.82,88,82,14.0,ZA,1633565627.0
anadyr,64.75,177.4833,36.1,87,20,8.01,RU,1633565627.0
acarau,-2.8856,-40.12,79.59,80,94,18.12,BR,1633565627.0
luxeuil-les-bains,47.8171,6.365,50.32,100,75,2.3,FR,1633565628.0
nargana,9.4428,-78.5906,81.19,83,96,8.63,PA,1633565628.0
quatre cocos,-20.2078,57.7625,71.1,84,11,5.17,MU,1633565628.0
aklavik,68.2191,-135.0107,33.17,80,100,7.61,CA,1633565629.0
yermakovskoye,53.2831,92.4003,33.98,80,52,8.21,RU,1633565629.0
liverpool,53.4106,-2.9779,59.77,86,90,1.99,GB,1633565467.0
geraldton,-28.7667,114.6,52.21,71,0,5.75,AU,1633565630.0
hualmay,-11.0964,-77.6139,63.46,84,32,8.55,PE,1633565630.0
tanete,-3.9443,119.7848,81.3,71,25,7.2,ID,1633565630.0
anito,12.4497,125.2886,81.16,86,99,7.05,PH,1633565631.0
novopetrovskoye,55.9928,36.4719,34.81,83,15,4.29,RU,1633565631.0
nogliki,51.8333,143.1667,43.59,57,10,5.86,RU,1633565537.0
karauli,26.5,77.0167,79.27,63,58,3.98,IN,1633565631.0
puerto lopez,4.0845,-72.956,76.46,89,77,2.08,CO,1633565632.0
akdagmadeni,39.6603,35.8836,38.07,86,1,3.11,TR,1633565417.0
gold coast,-28.0,153.4333,78.19,61,30,3.0,AU,1633565632.0
xichang,27.8964,102.2634,65.17,91,90,1.92,CN,1633565633.0
waipawa,-41.4122,175.5153,59.63,94,100,6.76,NZ,1633565633.0
marawi,7.9986,124.2928,69.66,71,100,1.3,PH,1633565633.0
chaman,30.9236,66.4512,60.71,12,1,1.59,PK,1633565634.0
ussuriysk,43.7986,131.9508,48.02,84,100,5.32,RU,1633565634.0
riyadh,24.6877,46.7219,75.34,26,10,3.87,SA,1633565634.0
sri aman,1.2376,111.4621,77.83,89,87,2.28,MY,1633565635.0
taltal,-25.4,-70.4833,59.43,78,87,1.72,CL,1633565635.0
thames,-37.1333,175.5333,65.39,84,99,9.95,NZ,1633565636.0
tobol,52.6844,62.5794,35.04,74,2,5.3,KZ,1633565636.0
luderitz,-26.6481,15.1594,59.85,61,0,5.79,NA,1633565636.0
weihe,32.9952,105.3247,55.13,88,100,4.83,CN,1633565637.0
luau,-10.7073,22.2247,63.79,91,94,3.71,AO,1633565637.0
awbari,26.5921,12.7805,72.61,27,0,4.94,LY,1633565638.0
antalaha,-14.9003,50.2788,67.01,86,95,4.41,MG,1633565638.0
nanakuli,21.3906,-158.1547,89.55,42,20,11.5,US,1633565638.0
vestmanna,62.1564,-7.1664,43.72,93,75,19.57,FO,1633565639.0
chester,40.1254,-75.8749,67.1,94,90,1.01,US,1633565639.0
newcastle,-32.9272,151.7765,74.79,40,100,3.0,AU,1633565459.0
bure,10.7,37.0667,56.7,95,95,2.91,ET,1633565640.0
tual,-5.6667,132.75,81.75,75,88,16.8,ID,1633565640.0
sakaiminato,35.55,133.2333,71.96,75,3,3.6,JP,1633565441.0
shenjiamen,29.9576,122.298,77.76,85,28,11.5,CN,1633565640.0
te anau,-45.4167,167.7167,54.82,70,86,5.06,NZ,1633565641.0
parana,-31.732,-60.5238,61.56,50,0,13.47,AR,1633565641.0
novyy urengoy,66.0833,76.6333,43.02,86,100,24.4,RU,1633565642.0
san quintin,30.4833,-115.95,70.2,75,72,12.84,MX,1633565642.0
nantucket,41.2835,-70.0995,61.09,80,1,0.0,US,1633565643.0
yeniseysk,58.4497,92.1703,31.33,96,100,7.25,RU,1633565643.0
gander,48.9682,-54.5906,46.44,87,58,5.82,CA,1633565417.0
ambilobe,-13.2,49.05,68.34,82,87,2.71,MG,1633565643.0
ellenabad,29.45,74.65,79.99,47,0,3.38,IN,1633565644.0
vitim,59.4511,112.5578,31.78,75,100,14.67,RU,1633565531.0
vila franca do campo,37.7167,-25.4333,75.2,92,100,10.58,PT,1633565644.0
changtu,42.7788,124.0955,50.11,64,40,7.29,CN,1633565645.0
krapkowice,50.4752,17.9654,55.94,94,100,7.99,PL,1633565621.0
halifax,44.6453,-63.5724,57.0,85,12,5.61,CA,1633565500.0
verkh-usugli,52.7,115.1667,32.74,76,20,3.76,RU,1633565645.0
baghdad,33.3406,44.4009,67.91,40,0,4.61,IQ,1633565507.0
puerto escondido,15.85,-97.0667,85.03,65,20,0.0,MX,1633565646.0
gbarnga,6.9956,-9.4722,71.17,99,72,2.04,LR,1633565646.0
shitanjing,39.2342,106.3439,45.48,81,22,8.12,CN,1633565647.0
constitucion,-35.3333,-72.4167,52.97,72,0,8.1,CL,1633565456.0
shushtar,32.0455,48.8567,84.85,18,61,3.47,IR,1633565647.0
atherton,53.5237,-2.4935,57.78,88,100,1.99,GB,1633565648.0
chemainus,48.9163,-123.7194,54.07,90,96,1.36,CA,1633565648.0
victor harbor,-35.5667,138.6167,60.8,56,26,4.0,AU,1633565648.0
wajir,1.7471,40.0573,76.1,65,49,13.98,KE,1633565356.0
hofn,64.2539,-15.2082,40.1,93,100,19.84,IS,1633565649.0
maceio,-9.6658,-35.7353,76.87,79,16,9.78,BR,1633565649.0
kropotkin,45.4375,40.5756,46.2,68,76,20.51,RU,1633565650.0
paidha,2.4167,30.9855,59.18,90,26,5.84,UG,1633565650.0
sioux lookout,50.1001,-91.917,61.77,71,53,5.79,CA,1633565650.0
komsomolskiy,40.4272,71.7189,49.89,78,46,2.13,UZ,1633565651.0
vila velha,-20.3297,-40.2925,73.35,88,40,3.44,BR,1633565651.0
keroka,-0.7758,34.9453,52.92,93,69,1.52,KE,1633565652.0
mount pleasant,32.7941,-79.8626,77.18,96,40,5.01,US,1633565531.0
alekseyevsk,57.8406,108.3492,30.92,70,98,9.78,RU,1633565652.0
hernani,43.2662,-1.9762,56.91,95,0,1.99,ES,1633565653.0
valreas,44.3837,4.9908,54.72,69,1,16.91,FR,1633565653.0
bhawana,31.5692,72.649,80.78,43,0,3.38,PK,1633565653.0
bonavista,48.6499,-53.1147,56.12,77,49,12.55,CA,1633565654.0
north bend,43.4065,-124.2243,60.85,87,1,9.22,US,1633565488.0
saint anthony,45.0205,-93.218,72.55,72,90,1.01,US,1633565654.0
taoudenni,22.6783,-3.9836,91.24,8,2,12.35,ML,1633565655.0
shelekhov,52.2139,104.1,28.78,87,10,2.24,RU,1633565655.0
tashara,55.5195,83.5094,32.23,79,100,6.33,RU,1633565655.0
samana,19.2056,-69.3369,78.94,87,100,9.82,DO,1633565656.0
yinchuan,38.4681,106.2731,51.39,69,58,5.39,CN,1633565656.0
lata,40.1629,-8.3327,65.8,74,0,3.36,PT,1633565656.0
cidreira,-30.1811,-50.2056,62.83,77,100,16.64,BR,1633565657.0
myitkyina,25.3833,97.4,72.79,96,8,2.1,MM,1633565657.0
pantai remis,4.4557,100.6288,77.61,89,99,7.49,MY,1633565657.0
pavlodar,52.3,76.95,26.4,93,0,6.71,KZ,1633565658.0
yavas,54.4159,42.8491,35.4,82,53,3.33,RU,1633565658.0
kenai,60.5544,-151.2583,45.09,94,90,4.61,US,1633565659.0
kaeo,-35.1,173.7833,61.32,97,100,3.67,NZ,1633565659.0
pangnirtung,66.1451,-65.7125,36.09,76,61,3.36,CA,1633565660.0
apatou,5.155,-54.3472,74.57,98,100,0.94,GF,1633565660.0
saraipali,21.3333,83.0,75.18,87,31,1.66,IN,1633565660.0
champerico,14.3,-91.9167,87.35,78,58,4.83,GT,1633565661.0
tabas,33.5959,56.9244,76.3,17,4,1.88,IR,1633565661.0
damara,4.9608,18.7035,70.05,98,50,1.25,CF,1633565661.0
manoel urbano,-8.8389,-69.2597,76.3,86,93,2.39,BR,1633565662.0
quzhou,28.9594,118.8686,76.37,82,1,5.97,CN,1633565662.0
shingu,33.7333,135.9833,75.76,84,66,7.23,JP,1633565662.0
erzin,36.9559,36.2,62.01,29,0,3.69,TR,1633565663.0
inuvik,68.3499,-133.7218,32.25,81,74,12.55,CA,1633565623.0
riviere-au-renard,48.9957,-64.3971,55.72,75,65,11.79,CA,1633565663.0
fare,-16.7,-151.0167,78.96,72,18,10.71,PF,1633565664.0
vic,41.9301,2.2549,60.22,94,90,1.86,ES,1633565429.0
san patricio,28.017,-97.5169,82.81,49,0,10.45,US,1633565664.0
winslow,35.0242,-110.6974,73.58,49,1,0.0,US,1633565665.0
acapulco,16.8634,-99.8901,85.82,74,40,8.05,MX,1633565521.0
akyab,20.15,92.9,78.87,90,50,6.93,MM,1633565665.0
slavsk,55.0425,21.677,52.65,53,100,12.55,RU,1633565665.0
deputatskiy,69.3,139.9,21.51,86,100,4.36,RU,1633565666.0
karwar,14.8,74.1333,75.88,93,100,2.66,IN,1633565666.0
pacific grove,36.6177,-121.9166,69.15,72,1,4.0,US,1633565667.0
kastamonu,41.5,33.6667,42.06,95,19,1.52,TR,1633565667.0
brownsville,25.9018,-97.4975,82.38,60,20,5.01,US,1633565667.0
slave lake,55.2834,-114.769,44.94,70,100,10.98,CA,1633565668.0
daru,-9.0763,143.2092,81.05,80,100,12.44,PG,1633565668.0
san cristobal,7.7669,-72.225,71.78,96,70,3.09,VE,1633565668.0
ketchikan,55.3422,-131.6461,52.27,40,20,0.0,US,1633565669.0
guanare,9.0418,-69.7421,77.32,86,99,4.32,VE,1633565669.0
